filename,split,method,similar_0,distance_0,similar_1,distance_1,similar_2,distance_2,similar_3,distance_3,similar_4,distance_4,similar_5,distance_5,similar_6,distance_6,similar_7,distance_7,similar_8,distance_8,similar_9,distance_9
7_IM-2263-1001.dcm.png,val,cosine,1121_IM-0080-1001.dcm.png,0.002714693384485045,3619_IM-1791-1001.dcm.png,0.0027483095830126425,3400_IM-1644-1001.dcm.png,0.002922534245812125,3362_IM-1615-1001.dcm.png,0.0029962055691898914,3851_IM-1948-1001.dcm.png,0.003103792297381003,3251_IM-1541-1001.dcm.png,0.0033588114403575453,1619_IM-0400-1001.dcm.png,0.0033938286665762263,2988_IM-1375-1001.dcm.png,0.0034329891204833984,535_IM-2142-1001.dcm.png,0.0034550416033674036,3117_IM-1465-1001.dcm.png,0.003767489937836044
8_IM-2333-1001.dcm.png,val,cosine,1197_IM-0131-1001.dcm.png,0.005633385500290022,1785_IM-0512-1001.dcm.png,0.0059354030238907285,290_IM-1303-1001.dcm.png,0.006053775729351063,69_IM-2258-1001.dcm.png,0.0064781919665511944,2140_IM-0762-1001.dcm.png,0.006737024997426566,2005_IM-0656-1001.dcm.png,0.006759554752067687,2538_IM-1050-1001.dcm.png,0.006904214826351396,300_IM-1385-1001.dcm.png,0.007049264204298411,872_IM-2391-1001.dcm.png,0.00725793795240115,718_IM-2280-1001.dcm.png,0.007320076445342938
11_IM-0067-1001.dcm.png,val,cosine,3240_IM-1534-1001.dcm.png,0.001911938190460205,184_IM-0544-1001.dcm.png,0.0027234552667447787,762_IM-2310-1001.dcm.png,0.0029436349868774414,1946_IM-0615-1001.dcm.png,0.0029924510125827197,3480_IM-1691-1001.dcm.png,0.0031888477351744715,2967_IM-1360-1001.dcm.png,0.0038424127383527296,3045_IM-1418-1001.dcm.png,0.004009186026652345,1153_IM-0104-1001.dcm.png,0.004111945629119873,2491_IM-1017-1001.dcm.png,0.0042908780054509155,430_IM-2071-1001.dcm.png,0.004348784814738327
40_IM-2050-1001.dcm.png,val,cosine,965_IM-2455-1001.dcm.png,0.002694367880620274,1671_IM-0442-1001.dcm.png,0.004669845104217529,3462_IM-1683-1001.dcm.png,0.004708587281344601,2147_IM-0767-1001.dcm.png,0.00517040398648505,2307_IM-0882-1001.dcm.png,0.005253911018371582,628_IM-2208-4001.dcm.png,0.005268752260876752,3944_IM-2014-1001.dcm.png,0.005518852348572967,2709_IM-1175-1001.dcm.png,0.0055891868120898636,3969_IM-2030-1001.dcm.png,0.00587618350982666,2680_IM-1154-1001.dcm.png,0.005916297435760498
64_IM-2218-4004.dcm.png,val,cosine,902_IM-2409-1001.dcm.png,0.0046052339437725465,1591_IM-0384-13013.dcm.png,0.004693508707696137,1225_IM-0150-1001.dcm.png,0.005172013619891058,1347_IM-0225-4004.dcm.png,0.006042928404041303,2387_IM-0943-1001.dcm.png,0.0061266725772585184,1787_IM-0513-1001.dcm.png,0.006298243248665014,2662_IM-1143-2002.dcm.png,0.00645187593278318,2204_IM-0813-1001.dcm.png,0.006882427481997966,1545_IM-0355-2002.dcm.png,0.007085680539267614,648_IM-2226-4004.dcm.png,0.007333845992948396
87_IM-2390-1001.dcm.png,val,cosine,1310_IM-0202-1001.dcm.png,0.001421064180763043,3073_IM-1434-1001.dcm.png,0.0015593169260768036,3821_IM-1929-1001.dcm.png,0.001591980647077662,1572_IM-0373-1001.dcm.png,0.0022072193375493043,584_IM-2181-1001.dcm.png,0.0025850537520639705,770_IM-2316-1001.dcm.png,0.0026668912569933756,1103_IM-0070-1001.dcm.png,0.0027158253870143145,1894_IM-0581-1001.dcm.png,0.002792000437729425,70_IM-2264-3001.dcm.png,0.002824544569897225,3124_IM-1468-1001.dcm.png,0.003008604408329174
105_IM-0037-1001.dcm.png,val,cosine,1839_IM-0543-12013.dcm.png,0.0019226076510605594,3902_IM-1981-1001.dcm.png,0.002548396587371826,3287_IM-1568-2002.dcm.png,0.002941936517526944,580_IM-2177-2002.dcm.png,0.0030301809310913086,3753_IM-1877-1001.dcm.png,0.0032390059005913407,2179_IM-0791-1001.dcm.png,0.003361820773854274,3281_IM-1562-1001.dcm.png,0.0034201743257131767,971_IM-2461-2001.dcm.png,0.003536999436436261,342_IM-1655-0001-0001.dcm.png,0.0035811064492978772,2655_IM-1137-1001.dcm.png,0.00360369703791541
112_IM-0080-1001.dcm.png,val,cosine,1891_IM-0580-1001.dcm.png,0.0018860698870444281,300_IM-1385-1001.dcm.png,0.0032790604185177763,69_IM-2258-1001.dcm.png,0.004629105743383821,226_IM-0851-1001.dcm.png,0.005049347275566274,197_IM-0631-1001.dcm.png,0.005303772042384747,322_IM-1521-1001.dcm.png,0.005389808965937104,1417_IM-0266-1001.dcm.png,0.005794999911125531,1197_IM-0131-1001.dcm.png,0.006194353842055134,240_IM-0950-1001.dcm.png,0.006209611152449779,2538_IM-1050-1001.dcm.png,0.00635421200343711
118_IM-0123-1001.dcm.png,val,cosine,3725_IM-1861-1001.dcm.png,0.0023633234609746756,2773_IM-1214-1001.dcm.png,0.0027668180555200372,527_IM-2137-1001.dcm.png,0.0027893784987115255,3481_IM-1692-1001.dcm.png,0.0027957558631896973,3731_IM-1865-1001.dcm.png,0.0028908244100293023,3433_IM-1662-1001.dcm.png,0.003014563975098139,655_IM-2231-1001.dcm.png,0.003184706067582699,1146_IM-0098-1001.dcm.png,0.0032626986503601074,769_IM-2314-1001.dcm.png,0.0033122895173836042,119_IM-0128-1001.dcm.png,0.0036627648077729447
125_IM-0169-1001.dcm.png,val,cosine,3077_IM-1438-1001.dcm.png,0.0023517600231390823,604_IM-2193-1001.dcm.png,0.0025004136559241275,2724_IM-1186-1001.dcm.png,0.00364237915202148,133_IM-0212-1001.dcm.png,0.003660200499125854,3112_IM-1461-1001.dcm.png,0.004028437360624082,3581_IM-1761-1001.dcm.png,0.004160999259682163,1091_IM-0062-1001.dcm.png,0.004297016002057341,3518_IM-1717-1001.dcm.png,0.004583953444927458,1319_IM-0205-1001.dcm.png,0.004636942511135667,85_IM-2372-1001.dcm.png,0.00464331882307234
129_IM-0189-1001.dcm.png,val,cosine,3775_IM-1893-1001.dcm.png,0.0015942456238491332,3751_IM-1875-1001.dcm.png,0.001745700732127986,999_IM-2480-1001.dcm.png,0.0024520161690659847,1422_IM-0269-1001.dcm.png,0.002632796450512953,767_IM-2312-1001.dcm.png,0.0029324892678773695,80_IM-2333-1001.dcm.png,0.003308116995313637,1379_IM-0243-1001.dcm.png,0.003404021871793117,3020_IM-1395-1001.dcm.png,0.0035310981553120513,1377_IM-0242-1001.dcm.png,0.003624379202790462,1406_IM-0259-1001.dcm.png,0.0038846726554951916
144_IM-0283-1001.dcm.png,val,cosine,1999_IM-0651-1001.dcm.png,0.0009061398012116806,2425_IM-0967-1001.dcm.png,0.0011415484969018452,1697_IM-0458-1001.dcm.png,0.0014656488931279466,796_IM-2332-1001.dcm.png,0.0015602115535956473,1202_IM-0136-1001.dcm.png,0.0015940669048984946,2425_IM-0967-3001.dcm.png,0.0017002822995451083,324_IM-1534-1001.dcm.png,0.001842528965979029,611_IM-2198-1001.dcm.png,0.0018869940402576058,2316_IM-0889-1001.dcm.png,0.002212644018987686,3559_IM-1744-1001.dcm.png,0.002314091004613772
179_IM-0514-1001.dcm.png,val,cosine,699_IM-2263-1001.dcm.png,0.0008678139549105346,970_IM-2460-2001.dcm.png,0.0012941361244980243,1683_IM-0449-1001.dcm.png,0.0015397069085009152,3714_IM-1856-1001.dcm.png,0.0018844602245664532,2320_IM-0894-1001.dcm.png,0.0021614134955822983,1025_IM-0020-1001.dcm.png,0.002228915957076083,849_IM-2371-1001.dcm.png,0.002295195372300163,3130_IM-1472-1001.dcm.png,0.002426564838083678,2596_IM-1086-1001.dcm.png,0.002632379845657451,1118_IM-0079-1001.dcm.png,0.002674877643585205
182_IM-0531-1001.dcm.png,val,cosine,714_IM-2276-1001.dcm.png,0.0014535187808544237,3660_IM-1820-1001.dcm.png,0.0014554862544946534,2627_IM-1114-3001.dcm.png,0.001690029896487033,1159_IM-0107-1001.dcm.png,0.0017448661631433993,294_IM-1340-3001.dcm.png,0.001830697277860338,1889_IM-0577-1001.dcm.png,0.0019794704889548598,224_IM-0837-1001.dcm.png,0.0020499226987382713,1516_IM-0334-1001.dcm.png,0.0021020772578737024,3073_IM-1434-1001.dcm.png,0.002152740698718958,1728_IM-0479-1001.dcm.png,0.002198488240884866
191_IM-0591-1001.dcm.png,val,cosine,1647_IM-0424-2001.dcm.png,0.0010336040218277276,1092_IM-0063-1001.dcm.png,0.0010780096054077148,1123_IM-0080-1001.dcm.png,0.001146375996299298,1367_IM-0237-1001.dcm.png,0.0012626947853893178,3033_IM-1408-1001.dcm.png,0.0014079213981563754,2008_IM-0658-1001.dcm.png,0.0014697906726813814,3093_IM-1446-1001.dcm.png,0.0015408400394251176,3390_IM-1636-3001.dcm.png,0.0016318263082308881,3831_IM-1934-1001.dcm.png,0.0017295478743566406,2029_IM-0674-1001.dcm.png,0.001738757257776613
201_IM-0660-1001.dcm.png,val,cosine,699_IM-2263-1001.dcm.png,0.0016662183899521787,1483_IM-0313-1001.dcm.png,0.0017036499116067638,2844_IM-1254-1001.dcm.png,0.001990199089050293,1101_IM-0068-3001.dcm.png,0.002379268620540831,504_IM-2122-1001.dcm.png,0.0023800136077394285,2806_IM-1236-1001.dcm.png,0.0026483534188042057,1786_IM-0512-1001.dcm.png,0.002703130567439982,1683_IM-0449-1001.dcm.png,0.0027185675241200302,3588_IM-1766-1001.dcm.png,0.002728731009375762,1235_IM-0158-1001.dcm.png,0.0027371352660423565
210_IM-0730-1001.dcm.png,val,cosine,3491_IM-1698-1001.dcm.png,0.0025874972343444824,2592_IM-1084-1001.dcm.png,0.002984642804582549,361_IM-1783-1001.dcm.png,0.0030373936362214637,608_IM-2196-1001.dcm.png,0.0030717847900501027,2168_IM-0784-1001.dcm.png,0.003387987411736404,3103_IM-1454-1001.dcm.png,0.0034693475402108875,1168_IM-0112-1001.dcm.png,0.0035326782047122585,502_IM-2120-1001.dcm.png,0.0035847434007226786,1776_IM-0508-1001.dcm.png,0.0037006735801696777,1141_IM-0096-1001.dcm.png,0.003854096165541776
